
===================================
Domain Marker;critical-jOPS;25338.0
Domain Marker;max-jOPS;110730.0
jOPS;min;median;90-th percentile;95-th percentile;99-th percentile;max
49686.0;700.0;5700.0;41000.0;66000.0;125000.0;298000.0
51106.0;700.0;5700.0;45000.0;68000.0;126000.0;258000.0
52526.0;700.0;5900.0;46000.0;70000.0;125000.0;339000.0
53945.0;700.0;6000.0;47000.0;70000.0;132000.0;288000.0
55365.0;600.0;6400.0;53000.0;79000.0;144000.0;481000.0
56784.0;700.0;6600.0;53000.0;81000.0;154000.0;374000.0
58204.0;700.0;6800.0;56000.0;79000.0;137000.0;391000.0
59624.0;700.0;7500.0;51000.0;75000.0;135000.0;270000.0
61043.0;700.0;7500.0;59000.0;89000.0;157000.0;321000.0
62463.0;700.0;9700.0;60000.0;86000.0;149000.0;283000.0
63882.0;700.0;10500.0;66000.0;101000.0;177000.0;422000.0
65302.0;700.0;11200.0;70000.0;108000.0;178000.0;373000.0
66722.0;700.0;11700.0;77000.0;110000.0;170000.0;368000.0
68141.0;700.0;13500.0;81000.0;127000.0;218000.0;670000.0
69561.0;600.0;13000.0;74000.0;116000.0;179000.0;397000.0
70980.0;600.0;15000.0;84000.0;126000.0;207000.0;399000.0
72400.0;700.0;17000.0;89000.0;132000.0;211000.0;525000.0
73820.0;700.0;21000.0;106000.0;158000.0;230000.0;413000.0
75239.0;700.0;21000.0;119000.0;173000.0;274000.0;650000.0
76659.0;700.0;19500.0;114000.0;164000.0;254000.0;472000.0
78079.0;700.0;24000.0;122000.0;177000.0;280000.0;485000.0
79498.0;700.0;26000.0;133000.0;189000.0;297000.0;487000.0
80918.0;700.0;29000.0;144000.0;197000.0;282000.0;510000.0
82337.0;600.0;31000.0;188000.0;252000.0;370000.0;710000.0
83757.0;700.0;31000.0;173000.0;239000.0;345000.0;482000.0
85177.0;700.0;36000.0;192000.0;245000.0;424000.0;770000.0
86596.0;600.0;40000.0;180000.0;225000.0;298000.0;508000.0
88016.0;700.0;47000.0;227000.0;294000.0;445000.0;740000.0
89435.0;700.0;53000.0;240000.0;302000.0;444000.0;710000.0
90855.0;700.0;54000.0;240000.0;290000.0;413000.0;547000.0
92275.0;700.0;75000.0;247000.0;283000.0;400000.0;710000.0
93694.0;700.0;77000.0;259000.0;304000.0;381000.0;650000.0
95114.0;700.0;100000.0;303000.0;367000.0;554000.0;870000.0
96533.0;700.0;100000.0;320000.0;375000.0;528000.0;820000.0
97953.0;700.0;106000.0;366000.0;448000.0;523000.0;710000.0
99373.0;700.0;158000.0;426000.0;497000.0;680000.0;1000000.0
100792.0;700.0;164000.0;381000.0;480000.0;599000.0;1300000.0
102212.0;800.0;214000.0;455000.0;530000.0;670000.0;1100000.0
103632.0;800.0;223000.0;473000.0;541000.0;630000.0;1200000.0
105051.0;700.0;236000.0;483000.0;568000.0;720000.0;1400000.0
106471.0;3900.0;311000.0;583000.0;670000.0;780000.0;1400000.0
107890.0;11300.0;394000.0;700000.0;780000.0;900000.0;1800000.0
109310.0;9200.0;428000.0;700000.0;780000.0;880000.0;1600000.0
110730.0;16800.0;481000.0;750000.0;820000.0;910000.0;2000000.0
112149.0;710000.0;2.9E7;6.0E7;6.0E7;6.0E7;6.0E7
113569.0;6.0E7;6.0E7;6.0E7;6.0E7;6.0E7;6.0E7
114988.0;740000.0;3.8E7;3.8E7;3.8E7;3.8E7;6.0E7
116408.0;4.6E7;4.6E7;5.0E7;5.0E7;5.0E7;6.0E7
